,IDENTIFIER,DAYS_ENGAGED,APPS_USED
4771,239416,4,
4772,109687,3,9.0
4778,125685,12,20.0
4780,220001,5,1.0
4786,192848,4,8.0
4795,260266,3,1.0
4796,120708,10,28.0
4797,146594,4,3.0
4798,302618,16,15.0
4799,123760,9,4.0
4803,132508,19,13.0
4811,233926,23,31.0
4820,199708,9,17.0
4821,110834,12,19.0
4823,111339,15,31.0
4826,138216,6,1.0
4827,320216,5,
4828,228047,4,7.0
4839,277586,20,36.0
4843,155750,4,3.0
4849,218513,1,3.0
4855,149844,13,28.0
4856,287647,3,1.0
4857,132133,8,16.0
4859,159155,4,4.0
4863,324515,9,7.0
4867,280949,7,12.0
4872,141566,11,19.0
4876,250832,1,1.0
4890,114243,10,17.0
4891,224106,11,15.0
4900,261672,4,3.0
4905,208667,5,12.0
4910,209024,4,62.0
4912,235729,3,5.0
4914,252175,5,5.0
4915,262593,3,2.0
4918,310714,2,2.0
4925,275714,1,
4928,165154,3,4.0
4931,323208,11,12.0
4932,130010,4,7.0
4934,102342,8,15.0
4936,103880,7,6.0
4937,285040,1,3.0
4942,206777,5,5.0
4945,239219,8,10.0
4946,277749,7,13.0
4951,253731,9,9.0
4953,311908,4,6.0
4961,242000,22,25.0
4962,182182,2,2.0
4971,127163,4,10.0
4972,132497,7,25.0
4974,254266,8,10.0
4981,121078,5,1.0
4987,306304,6,
4988,218376,10,11.0
4992,278986,1,1.0
4993,134502,3,4.0
5002,137326,3,
5003,161565,8,13.0
5004,257797,6,8.0
5006,225796,2,2.0
5010,124846,19,61.0
5011,255672,1,
5014,216867,13,11.0
5019,324286,4,1.0
5024,253692,9,7.0
5025,181854,4,15.0
5026,114440,4,4.0
5029,248836,9,5.0
5030,223222,4,11.0
5034,269964,13,12.0
5038,232799,9,1.0
5039,182852,10,6.0
5043,152073,7,6.0
5044,236567,2,1.0
5049,115157,7,13.0
5052,212668,3,1.0
5053,147117,8,10.0
5055,299573,5,6.0
5059,164590,7,4.0
5061,142129,11,21.0
5065,200145,1,1.0
5067,317251,1,
5187,160661,5,5.0
5188,164007,3,2.0
5190,289584,14,16.0
5202,121677,15,4.0
5204,312090,3,10.0
5207,174895,4,13.0
5210,139881,2,1.0
5211,276304,5,3.0
5216,242846,2,4.0
5217,132439,1,5.0
5218,266076,5,4.0
5221,221956,5,8.0
5224,198286,7,8.0
5229,105540,8,13.0
5241,200648,2,1.0
5248,115800,16,2.0
5250,178380,8,2.0
5251,202978,2,2.0
5259,217411,4,1.0
5264,213311,3,4.0
5268,165459,3,5.0
5278,222840,4,5.0
5281,116162,3,14.0
5290,219299,2,3.0
5291,171747,11,20.0
5292,279499,7,12.0
5299,239044,1,2.0
5302,143946,1,2.0
5308,199037,3,4.0
5310,113271,12,14.0
5313,134282,11,11.0
5316,249200,1,
5320,237895,8,4.0
5324,198391,10,11.0
5326,148616,3,
5327,192647,3,14.0
5330,105128,5,
5331,104311,3,3.0
5335,117689,3,6.0
5342,313912,6,12.0
5347,248179,3,3.0
5348,241309,8,2.0
5350,107353,4,5.0
5354,125477,17,31.0
5359,147150,3,7.0
5366,318615,2,10.0
5367,173868,2,4.0
5379,279829,6,4.0
5380,240821,7,8.0
5383,105571,5,7.0
5385,113946,7,7.0
5387,286332,6,8.0
5396,179886,8,6.0
5398,189827,4,4.0
5400,183335,17,30.0
5402,108578,2,4.0
5403,211287,8,4.0
5407,158827,22,32.0
5408,205883,2,1.0
5410,186540,1,
5413,160698,1,
5423,215492,1,
5427,286649,13,23.0
5428,114227,7,
5429,127933,3,3.0
5435,230961,9,11.0
5436,138617,1,1.0
5437,137754,2,2.0
5438,317990,9,7.0
5439,316241,8,24.0
5440,283802,2,1.0
5441,141074,15,11.0
5443,105355,2,12.0
5450,156134,4,5.0
5451,165280,4,7.0
5452,224475,1,
5457,156301,8,12.0
5462,146184,1,
5467,211174,4,21.0
5469,289602,2,1.0
5474,244166,4,2.0
5479,127868,2,2.0
5480,198183,6,8.0
5483,245793,1,
5485,104829,3,2.0
5487,292072,14,22.0
5492,241645,14,23.0
5493,216273,8,22.0
5495,206607,4,6.0
5497,120966,1,1.0
5500,187117,1,1.0
5501,187492,4,4.0
5506,220451,12,19.0
5509,219861,12,20.0
5514,121619,17,20.0
5519,111172,9,5.0
5520,152721,10,16.0
5524,211210,6,9.0
5525,184620,3,3.0
5529,112271,12,6.0
5531,217056,12,14.0
5535,254889,5,7.0
5537,169347,2,
5542,243673,3,1.0
5544,267901,6,
5547,281442,21,13.0
5548,197920,18,23.0
5549,105337,3,2.0
5561,270197,13,25.0
5562,135930,23,31.0
5564,126651,10,6.0
5569,293441,6,5.0
5570,263280,6,20.0
5571,260545,4,
5573,188807,7,8.0
5578,316821,6,1.0
5579,203978,11,27.0
5582,256279,4,4.0
5588,241753,20,10.0
5589,232296,9,2.0
5597,169397,5,1.0
5607,232575,5,3.0
5609,238991,5,5.0
5611,313281,3,2.0
5615,259925,2,4.0
5617,120798,6,17.0
5618,116791,15,29.0
5619,229155,11,12.0
5621,236897,8,7.0
5622,291506,3,12.0
5623,280880,2,1.0
5625,222029,2,3.0
5626,251819,6,10.0
5638,129780,9,14.0
5645,233090,9,8.0
5646,121690,6,8.0
5648,114526,12,12.0
5650,302301,6,
5655,268597,2,
5659,301900,15,4.0
5661,121173,10,24.0
5665,291241,2,1.0
5666,315963,4,7.0
5668,217250,8,35.0
5671,132077,7,11.0
5674,116335,11,11.0
5675,312104,5,4.0
5676,322079,23,28.0
5677,190285,3,2.0
5682,184845,8,14.0
5685,218391,1,1.0
5686,274294,13,20.0
5689,312779,5,5.0
5691,255078,1,2.0
5700,230766,7,9.0
5701,132607,14,29.0
5703,210748,1,1.0
5708,138995,13,18.0
5715,204900,7,13.0
5719,163122,1,1.0
5723,176814,3,4.0
5724,123997,12,28.0
5726,223231,5,4.0
5727,308809,5,3.0
5731,210957,1,1.0
5733,298045,12,39.0
5739,171894,21,26.0
5749,318861,7,13.0
5754,204436,2,4.0
5756,149653,5,12.0
5757,259502,9,12.0
5760,261751,10,15.0
5765,288111,4,3.0
5766,257516,2,2.0
5769,206011,11,7.0
5775,149390,2,2.0
5776,325641,5,
5781,217334,2,1.0
5785,108749,8,41.0
5786,325428,3,5.0
5788,142318,11,2.0
5798,304710,4,6.0
5799,292698,1,2.0
5811,266951,6,9.0
5812,103629,2,3.0
5814,121940,15,18.0
5818,316807,2,7.0
5823,218476,6,3.0
5833,149386,5,9.0
5834,103696,8,14.0
5837,108782,5,4.0
5839,276175,6,13.0
5842,120350,15,33.0
5845,187702,8,16.0
5847,110664,5,4.0
5851,302165,7,6.0
5854,272050,3,5.0
5861,127982,4,12.0
5864,166955,2,2.0
5979,117186,13,15.0
5984,257250,4,10.0
5999,132538,19,39.0
6004,192067,10,9.0
6008,170022,2,1.0
6011,177942,2,4.0
6016,104134,10,14.0
6021,116324,4,7.0
6023,167724,5,4.0
6032,315866,2,4.0
6034,161842,16,28.0
6035,266033,14,21.0
6038,301510,16,25.0
6039,299875,15,42.0
6041,205346,7,7.0
6042,306804,2,
6043,275086,12,20.0
6044,242820,3,4.0
6045,106261,1,6.0
6047,246885,5,5.0
6051,174439,4,4.0
6052,125406,8,5.0
6054,256862,4,12.0
6055,266909,9,20.0
6057,289966,6,7.0
6058,192428,7,5.0
6061,246815,5,3.0
6063,253383,4,7.0
6064,292284,2,3.0
6066,310914,4,6.0
6072,109794,5,3.0
6077,143198,2,1.0
6079,243036,4,4.0
6080,157671,2,4.0
6081,174522,8,3.0
6083,297659,2,2.0
6084,100079,11,10.0
6085,260281,2,
6086,151130,2,3.0
6088,133813,5,12.0
6091,141662,9,49.0
6094,116339,9,10.0
6097,274751,4,4.0
6102,288145,2,11.0
6110,134833,6,13.0
6112,191285,1,1.0
6113,126610,16,13.0
6114,191685,7,18.0
6119,175242,4,2.0
6123,107748,9,18.0
6125,231000,9,6.0
6126,308847,2,1.0
6130,199517,9,4.0
6135,143718,3,6.0
6136,122532,4,11.0
6137,202689,4,6.0
6142,312018,5,4.0
6145,112343,4,4.0
6147,248078,1,1.0
6154,253143,6,14.0
6155,108101,12,18.0
6158,110411,9,4.0
6159,116242,14,14.0
6165,173149,9,9.0
6167,290940,4,8.0
6168,225235,8,8.0
6174,210762,4,16.0
6177,112634,8,7.0
6178,271671,3,3.0
6179,122928,2,5.0
6181,266699,2,5.0
6183,164162,4,4.0
6185,134620,1,2.0
6188,316854,10,6.0
6194,231972,5,8.0
6195,325781,5,5.0
6196,128792,5,7.0
6199,207659,4,8.0
6204,155364,8,11.0
6205,225950,4,5.0
6207,313008,3,1.0
6213,247497,3,3.0
6215,120993,6,5.0
6223,246984,1,
6225,217164,7,1.0
6231,150079,3,3.0
6233,185589,6,10.0
6238,178906,11,27.0
6242,288253,12,8.0
6244,114991,7,6.0
6245,192158,8,3.0
6251,253262,5,1.0
6263,162458,10,14.0
6265,313855,4,
6272,106489,3,6.0
6274,126552,4,4.0
6275,298243,16,30.0
6277,227284,5,7.0
6279,300554,4,5.0
6282,277993,11,7.0
6283,127895,6,14.0
6284,293563,2,1.0
6288,118868,10,16.0
6289,265012,2,2.0
6290,229816,8,5.0
6292,203066,10,16.0
6293,118163,6,12.0
6295,135964,6,7.0
6297,144247,5,7.0
6298,195203,3,3.0
6299,323842,2,2.0
6302,244516,2,
6307,205947,1,
6308,257727,9,
6314,229580,3,3.0
6320,247662,3,6.0
6329,168158,3,2.0
6331,254766,6,1.0
6337,229493,3,1.0
6341,206233,1,3.0
6343,276909,4,2.0
6345,116188,4,2.0
6354,233715,4,11.0
6355,132672,8,7.0
6356,240513,3,
6362,264868,2,4.0
6366,256603,1,
6368,249072,12,21.0
6370,129905,6,7.0
6375,304423,7,7.0
6385,254118,2,4.0
6396,156122,10,22.0
6405,249238,1,
6407,140909,1,1.0
6412,122962,4,5.0
6414,306392,2,3.0
6417,259922,4,3.0
6420,306526,3,3.0
6421,252853,13,9.0
6424,155861,12,28.0
6427,168366,2,7.0
6430,233061,2,3.0
6431,267527,11,16.0
6432,319750,4,9.0
6433,118896,5,12.0
6436,204467,12,21.0
6444,104733,7,12.0
6447,107804,12,16.0
6450,154972,4,5.0
6457,212066,7,9.0
6462,124344,4,6.0
6463,319385,2,5.0
6467,113381,8,10.0
6470,220117,1,
6475,295401,4,6.0
6480,150036,4,8.0
6484,214537,3,2.0
6485,115235,9,19.0
6496,159259,9,14.0
6498,184269,1,3.0
6502,304327,1,2.0
6505,211215,6,10.0
6507,122417,9,13.0
6508,107250,5,11.0
6511,105884,8,12.0
6512,177296,4,13.0
6514,306561,11,2.0
6515,240306,7,3.0
6517,188721,8,12.0
6525,262584,1,1.0
6526,113556,5,3.0
6529,118092,6,10.0
6530,120141,4,7.0
6532,209317,3,8.0
6534,278617,5,12.0
6536,203104,9,12.0
6537,292085,2,4.0
6542,214835,5,4.0
6544,273567,1,1.0
6545,146101,4,1.0
6559,206735,4,11.0
6565,100574,8,15.0
6568,250589,2,5.0
6571,152192,4,4.0
6576,148170,3,7.0
6678,312060,2,1.0
6682,252008,6,6.0
6683,297513,6,10.0
6690,282043,2,3.0
6695,294958,7,2.0
6699,268630,3,4.0
6700,117243,4,
6703,208293,2,2.0
6704,153667,3,6.0
6708,224285,4,3.0
6709,108717,12,12.0
6710,172901,2,
6712,151604,2,4.0
6716,119305,6,10.0
6717,139227,1,4.0
6719,186478,11,8.0
6730,136488,1,4.0
6731,305879,2,
6733,215068,16,24.0
6734,324892,12,3.0
6739,159469,6,12.0
6740,124889,12,15.0
6741,236110,2,1.0
6744,177203,6,10.0
6745,109252,3,5.0
6746,111744,4,7.0
6747,312525,10,32.0
6748,196996,1,2.0
6750,107648,6,7.0
6753,107569,8,14.0
6759,262446,4,19.0
6765,248470,19,32.0
6767,237279,2,2.0
6768,258579,5,7.0
6773,112424,4,9.0
6777,141585,6,8.0
6785,195309,3,2.0
6787,210175,2,2.0
6798,146045,5,8.0
6799,182296,2,4.0
6800,279414,9,8.0
6811,249041,4,9.0
6812,139788,4,8.0
6818,161587,5,1.0
6819,211067,12,8.0
6823,215034,2,4.0
6825,121586,5,7.0
6829,124374,12,12.0
6830,234421,8,10.0
6833,140361,7,7.0
6836,296980,9,12.0
6840,157422,5,1.0
6841,277891,6,16.0
6842,215350,4,3.0
6844,124993,5,8.0
6852,309113,13,20.0
6872,274538,2,2.0
6873,101077,7,11.0
6875,160370,13,9.0
6880,203990,2,2.0
6882,172438,3,
6885,276336,3,
6889,122486,10,10.0
6890,125215,3,2.0
6895,226935,4,15.0
6899,235912,12,11.0
6902,291749,3,20.0
6903,247085,3,
6908,308259,2,2.0
6909,314294,3,6.0
6915,258369,7,7.0
6921,118433,3,
6924,300324,7,15.0
6928,303614,3,9.0
6930,150375,3,7.0
6932,253516,1,
6935,216369,3,2.0
6937,215743,13,23.0
6938,321967,4,7.0
6939,181509,2,
6947,130300,6,7.0
6948,221757,7,25.0
6950,198355,6,4.0
6953,110462,2,1.0
6964,316972,9,15.0
6966,274330,5,10.0
6974,189806,1,
6978,143910,3,1.0
6981,250831,5,9.0
6982,149709,6,13.0
6985,281455,1,
6989,320561,4,5.0
6993,301516,3,5.0
6995,269928,4,3.0
6997,294237,1,1.0
6999,132267,2,3.0
7001,292819,8,5.0
7012,197325,9,
7013,257596,5,7.0
7014,131812,6,9.0
7015,203398,8,4.0
7022,275250,7,45.0
7024,153271,4,3.0
7027,221785,9,28.0
7029,248360,12,29.0
7032,239313,3,3.0
7033,124138,8,1.0
7037,126002,10,12.0
7041,235151,7,10.0
7048,254840,8,8.0
7059,324072,2,7.0
7060,258989,15,15.0
7065,317225,5,4.0
7070,276111,7,6.0
7074,106889,7,25.0
7077,222049,8,12.0
7078,214775,2,2.0
7090,225029,2,7.0
7091,296719,1,
7096,234128,3,3.0
7100,125139,9,8.0
7102,274912,11,44.0
7105,247965,2,2.0
7110,250457,6,5.0
7121,185520,5,6.0
7123,109704,4,5.0
7128,163470,6,7.0
7130,292360,4,2.0
7131,247859,7,17.0
7134,216643,1,1.0
7136,273943,3,7.0
7138,199321,10,13.0
7147,265925,1,
7157,170041,13,21.0
7164,267646,7,7.0
7166,149472,6,3.0
7168,215953,1,1.0
7169,221504,8,28.0
7170,141600,13,9.0
7171,133976,3,3.0
7172,102261,10,13.0
7173,100730,3,2.0
7177,218123,13,6.0
7184,187112,6,7.0
7189,101834,13,19.0
7190,184418,1,3.0
7191,122505,3,2.0
7194,186303,1,
7199,227115,3,1.0
7200,102960,9,19.0
7205,168085,9,11.0
7206,109616,8,22.0
7210,223074,1,
7211,304009,3,1.0
7212,116639,22,47.0
7315,102526,13,25.0
7317,228483,2,2.0
7322,266087,6,7.0
7324,186183,3,
7325,319563,6,10.0
7326,319304,5,9.0
7332,305455,16,15.0
7333,164136,3,3.0
7335,208735,2,6.0
7337,287748,1,2.0
7343,285387,1,1.0
7344,244507,4,
7347,128712,21,32.0
7348,227061,2,7.0
7349,117605,6,9.0
7352,325950,6,7.0
7355,189582,2,2.0
7363,303879,2,1.0
7365,215437,4,9.0
7367,313788,4,6.0
7368,238639,10,4.0
7375,305773,5,7.0
7382,114387,2,3.0
7383,113437,8,14.0
7384,150995,7,1.0
7394,320281,2,5.0
7395,193379,8,
7398,287111,1,3.0
7403,306161,8,11.0
7404,320345,6,7.0
7407,146864,5,8.0
7410,211759,1,
7411,187225,5,1.0
7414,275747,5,5.0
7421,109690,5,3.0
7424,187382,1,
7427,301158,1,1.0
7428,310492,2,14.0
7429,307203,7,1.0
7437,132137,1,5.0
7442,304239,6,13.0
7444,112623,4,6.0
7445,276308,6,7.0
7450,248594,2,1.0
7455,283591,3,1.0
7456,135683,2,1.0
7457,128738,19,21.0
7465,183115,3,3.0
7468,309909,1,1.0
7476,281673,1,
7478,233623,1,
7481,306908,7,8.0
7483,300108,7,18.0
7485,201900,4,6.0
7488,179243,4,3.0
7489,240824,4,5.0
7491,216047,6,16.0
7493,190687,1,1.0
7495,159554,17,12.0
7498,159673,1,1.0
7499,144931,2,2.0
7500,149956,5,5.0
7504,129636,12,28.0
7505,215321,21,35.0
7508,208710,1,2.0
7509,240172,1,6.0
7510,123583,2,1.0
7516,312181,9,2.0
7518,234936,2,5.0
7519,265285,9,13.0
7520,220314,5,6.0
7522,131050,2,2.0
7528,169981,3,16.0
7532,104684,3,1.0
7537,148104,13,14.0
7543,109593,5,21.0
7549,291844,4,2.0
7552,124736,4,
7553,309273,7,
7558,206760,5,6.0
7559,155348,9,12.0
7564,231990,17,15.0
7565,130352,6,6.0
7568,133430,2,3.0
7571,216955,2,
7576,250355,4,5.0
7580,301053,7,7.0
7590,115436,3,
7597,198871,2,2.0
7603,233687,1,
7606,237666,18,40.0
7610,252185,1,1.0
7612,141368,6,4.0
7615,217694,3,7.0
7616,180842,2,
7623,218299,14,29.0
7626,254003,5,5.0
7631,111250,6,8.0
7632,222900,9,16.0
7634,247940,9,5.0
7635,231449,8,6.0
7636,321749,4,5.0
7637,289334,2,7.0
7638,279696,5,16.0
7643,109018,3,3.0
7646,177402,12,13.0
7648,115726,7,35.0
7650,150739,6,4.0
7663,165493,19,23.0
7665,295448,2,1.0
7667,277214,1,
7669,160915,10,15.0
7678,130201,4,7.0
7681,138015,8,4.0
7683,224352,7,11.0
7684,270893,5,19.0
7687,200384,5,5.0
7689,153142,3,1.0
7693,198184,2,
7694,287964,8,8.0
7696,288510,1,
7710,324799,5,4.0
7713,224374,4,3.0
7714,185873,11,25.0
7716,300579,3,4.0
7718,258444,1,
7719,238557,9,31.0
7722,106596,4,9.0
7728,149337,4,1.0
7730,140920,8,22.0
7732,226844,3,2.0
7734,104943,14,15.0
7738,297544,3,6.0
7739,123517,18,21.0
7741,275836,5,10.0
7743,313041,9,22.0
7745,170335,1,4.0
7750,200463,8,9.0
7758,119035,2,3.0
7760,205239,1,
7777,233846,4,4.0
7778,261356,4,5.0
7779,286926,3,3.0
7780,294853,6,10.0
7783,288837,2,2.0
7785,171178,22,24.0
7788,247554,5,9.0
7790,310375,3,4.0
7792,151782,14,9.0
7882,118737,3,11.0
7886,267269,2,
7890,238749,2,2.0
7891,108794,8,18.0
7893,263154,1,1.0
7906,173138,5,12.0
7907,163248,12,12.0
7915,121463,1,
7920,251960,6,2.0
7923,102159,2,5.0
7927,185179,11,9.0
7929,309656,8,13.0
7930,238268,3,7.0
7936,175817,1,5.0
7937,129285,9,5.0
7942,142700,3,2.0
7943,121280,2,2.0
7945,182701,14,18.0
7952,164449,3,7.0
7954,112888,4,13.0
7957,195748,4,
7961,157888,1,4.0
7966,185971,1,1.0
7969,136226,3,10.0
7974,264844,9,3.0
7978,187147,6,6.0
7982,223541,2,
7985,140209,4,
7987,214413,3,2.0
7988,245428,6,4.0
7996,145173,4,10.0
8001,263977,3,4.0
8004,273212,3,3.0
8006,218893,4,4.0
8009,270702,6,16.0
8010,208636,2,5.0
8014,171334,1,
8016,170060,4,4.0
8019,124254,2,2.0
8025,114457,5,7.0
8026,166925,17,28.0
8027,100626,1,7.0
8028,120224,8,40.0
8029,224586,3,4.0
8033,320596,3,5.0
8038,146732,2,2.0
8039,273801,6,11.0
8042,201829,2,5.0
8044,241633,6,7.0
8045,132009,6,6.0
8046,312326,1,1.0
8047,135264,5,8.0
8055,158480,7,10.0
8065,310916,9,15.0
8066,265467,12,22.0
8067,261980,3,7.0
8068,305316,7,5.0
8069,230898,3,6.0
8070,264353,10,16.0
8071,126066,6,11.0
8073,189709,2,
8074,179279,6,15.0
8080,131211,6,23.0
8083,192167,3,6.0
8084,256209,9,9.0
8095,164288,3,7.0
8106,129947,14,14.0
8109,280821,3,2.0
8119,252808,6,14.0
8127,122829,8,12.0
8132,121523,1,2.0
8135,209163,4,2.0
8138,122395,1,
8140,175595,15,29.0
8149,245556,1,1.0
8150,193510,2,1.0
8152,248343,8,8.0
8153,224731,4,1.0
8156,101539,5,2.0
8162,107568,5,2.0
8163,179889,1,
8166,182651,2,4.0
8179,194581,9,21.0
8184,175553,4,3.0
8186,100502,1,
8188,125954,4,3.0
8192,299201,9,9.0
8195,116750,2,2.0
8206,266763,6,10.0
8207,139400,2,8.0
8208,243193,1,1.0
8212,166466,11,20.0
8214,232516,4,9.0
8223,288435,8,7.0
8224,277916,3,2.0
8227,104797,3,6.0
8228,310516,6,7.0
8234,288738,6,3.0
8248,267330,16,25.0
8249,314276,4,
8256,148415,15,39.0
8264,261139,6,6.0
8267,160222,2,1.0
8271,108288,8,12.0
8277,129547,10,14.0
8287,100580,12,17.0
8290,189896,12,17.0
8292,116664,5,8.0
8293,258547,1,
8294,119111,3,6.0
8296,244338,4,4.0
8297,323335,3,6.0
8299,212335,1,1.0
8300,269433,2,1.0
8301,306403,1,2.0
8303,116971,9,17.0
8308,178347,12,6.0
8313,135228,8,3.0
8321,244413,7,5.0
8323,127607,5,6.0
8399,142887,7,15.0
8400,226510,3,6.0
8405,164390,5,12.0
8409,153541,12,16.0
8410,190554,3,2.0
8411,102322,10,11.0
8413,177424,4,7.0
8417,106850,10,5.0
8421,325680,4,8.0
8422,260307,4,3.0
8423,186706,3,2.0
8426,219998,1,1.0
8430,125043,4,5.0
8435,305322,9,11.0
8438,201938,3,3.0
8440,167292,1,2.0
8443,294664,1,
8446,119703,1,1.0
8449,182222,2,1.0
8456,115857,5,6.0
8457,293416,4,
8459,323487,11,22.0
8460,290107,4,6.0
8469,237652,1,
8471,119387,3,7.0
8475,198091,1,1.0
8478,249979,1,
8482,236566,8,17.0
8484,107153,8,23.0
8485,152117,1,
8489,286420,1,
8493,177911,6,9.0
8497,324838,1,1.0
8498,316841,3,6.0
8509,220511,9,12.0
8510,241087,15,19.0
8514,312894,13,29.0
8515,276029,1,2.0
8516,241708,1,3.0
8524,260787,1,7.0
8527,309834,1,2.0
8531,157222,3,1.0
8538,197855,11,7.0
8540,200142,3,4.0
8541,196688,4,6.0
8543,134267,1,4.0
8548,320808,1,2.0
8551,313078,19,13.0
8552,314374,3,
8567,169180,6,9.0
8569,314756,3,2.0
8573,106967,6,7.0
8575,261036,1,3.0
8579,273591,1,5.0
8581,289842,5,4.0
8588,217276,2,2.0
8593,155122,2,2.0
8597,186205,12,24.0
8600,112336,1,2.0
8605,187750,4,1.0
8606,208637,11,11.0
8609,299766,3,2.0
8611,179332,8,9.0
8612,214594,2,4.0
8613,208789,14,15.0
8617,235936,6,8.0
8623,126921,1,1.0
8627,231934,7,4.0
8630,278059,15,32.0
8631,212306,4,10.0
8632,236798,1,
8637,220218,1,3.0
8644,225877,7,2.0
8646,257206,5,4.0
8647,262281,3,3.0
8658,235117,6,9.0
8659,157765,10,8.0
8665,159480,3,7.0
8666,278542,2,
8670,217038,1,5.0
8672,303458,5,3.0
8676,139131,3,11.0
8677,121873,1,2.0
8678,257594,9,16.0
8679,266422,2,2.0
8684,143873,4,4.0
8688,325407,5,2.0
8690,245676,4,4.0
8703,258372,8,7.0
8705,132467,4,8.0
8709,146142,4,2.0
8712,214442,15,49.0
8713,299033,4,1.0
8723,254733,1,1.0
8726,139754,2,13.0
8727,302708,4,3.0
8729,266403,2,23.0
8731,262652,4,4.0
8734,107745,3,2.0
8737,214138,2,4.0
8738,118970,2,2.0
8741,269393,4,7.0
8744,238759,7,3.0
8745,101374,11,9.0
8761,310467,2,7.0
8765,319675,3,14.0
8767,152472,2,2.0
8770,202155,3,3.0
8771,178148,5,6.0
8774,293860,4,6.0
8777,107260,9,19.0
8778,106881,10,22.0
8779,260362,3,4.0
8784,183739,5,7.0
8788,170167,1,1.0
8797,314812,6,10.0
8800,229125,15,27.0
8801,242436,3,5.0
8804,152449,8,10.0
8807,259997,3,
8808,247467,7,9.0
8811,104079,3,3.0
8812,198641,2,2.0
8813,285011,6,10.0
8816,151693,6,14.0
8817,136447,3,6.0
8818,142269,2,7.0
8819,175514,4,8.0
8827,199898,6,14.0
8830,126422,1,4.0
8832,288527,5,6.0
8835,307072,3,
8839,172910,1,1.0
8841,308925,3,4.0
8844,252974,3,3.0
8845,278370,11,13.0
8852,254807,6,4.0
8854,124164,2,3.0
8955,157325,4,4.0
8956,196306,6,5.0
8959,183010,4,3.0
8966,248762,2,
8971,221935,4,6.0
8978,261477,2,
8984,248592,1,2.0
8988,146894,1,2.0
8990,268804,1,1.0
9001,220812,6,15.0
9008,170294,2,2.0
9015,305914,1,
9017,142167,9,12.0
9021,137100,3,4.0
9022,282713,4,10.0
9028,130437,5,9.0
9030,107824,3,7.0
9032,193619,12,9.0
9034,303888,2,3.0
9035,130274,6,11.0
9038,181353,2,2.0
9041,174602,6,5.0
9047,186837,5,3.0
9049,112326,3,2.0
9051,142526,7,13.0
9053,324801,2,3.0
9054,130899,1,
9055,275804,9,10.0
9057,150104,1,1.0
9068,288096,3,2.0
9074,122740,5,13.0
9076,203731,1,8.0
9078,159750,9,6.0
9081,195370,4,6.0
9083,129221,7,7.0
9086,117164,8,11.0
9089,272333,10,3.0
9091,216203,3,4.0
9092,168435,5,10.0
9093,119654,4,38.0
9114,216857,2,3.0
9120,304655,1,
9123,164934,8,12.0
9127,205861,3,7.0
9130,281660,5,
9132,193609,6,2.0
9134,102785,6,
9138,166185,4,9.0
9142,233207,3,4.0
9143,308585,1,1.0
9145,197489,16,18.0
9150,130847,5,6.0
9152,103924,3,4.0
9153,137279,3,6.0
9156,167399,1,5.0
9157,309855,2,2.0
9163,120615,4,3.0
9166,274253,8,14.0
9168,106917,1,1.0
9172,162859,1,
9176,159710,6,1.0
9184,134051,5,31.0
9186,197857,2,3.0
9189,252592,13,16.0
9192,118048,4,1.0
9193,154682,4,1.0
9196,232511,2,
9198,295165,7,16.0
9200,212556,1,2.0
9202,106752,5,4.0
9205,108589,6,20.0
9207,299279,5,4.0
9209,167019,4,8.0
9210,243107,3,2.0
9213,223240,9,12.0
9215,112572,3,10.0
9219,298845,5,13.0
9220,150263,8,12.0
9226,283317,2,1.0
9229,286867,3,7.0
9231,263046,4,7.0
9247,281782,4,8.0
9254,216268,1,5.0
9257,206748,1,
9258,161162,6,2.0
9260,111419,6,4.0
9261,143152,4,4.0
9262,304484,10,10.0
9263,284349,4,2.0
9265,164044,2,1.0
9266,199031,1,
9274,235761,2,4.0
9277,231187,3,8.0
9281,313512,1,
9282,315682,9,13.0
9285,203882,2,2.0
9294,118082,4,7.0
9297,181170,4,8.0
9299,282559,8,7.0
9301,211898,2,
9303,289447,14,29.0
9388,167395,5,13.0
9391,256897,6,8.0
9393,138628,6,4.0
9394,127659,5,9.0
9396,143691,7,4.0
9397,119783,8,6.0
9402,115503,1,1.0
9405,168031,3,2.0
9415,258383,1,
9425,137861,2,10.0
9427,115048,2,3.0
9429,157526,1,1.0
9435,200181,5,5.0
9441,264208,6,10.0
9442,267425,8,4.0
9446,135451,2,4.0
9447,250160,5,3.0
9453,122862,8,5.0
9455,232891,5,1.0
9457,181757,1,
9458,117657,2,
9461,115162,4,9.0
9463,152458,8,6.0
9464,221182,2,4.0
9468,142406,3,9.0
9469,319926,3,5.0
9483,208394,9,
9485,185682,4,21.0
9489,155724,1,3.0
9490,176967,8,9.0
9494,205045,4,16.0
9495,127523,6,7.0
9499,154726,3,
9504,248735,4,26.0
9511,247444,10,18.0
9516,106169,4,4.0
9517,263310,1,
9518,313332,2,1.0
9520,169466,1,1.0
9523,190403,2,4.0
9530,204732,17,24.0
9532,168606,8,15.0
9535,251694,6,5.0
9537,156062,6,7.0
9543,316926,3,3.0
9548,304967,1,
9549,199884,6,10.0
9552,140688,5,7.0
9553,155004,2,1.0
9554,178843,2,1.0
9559,158858,5,15.0
9561,257586,12,12.0
9563,319771,2,5.0
9568,225956,2,1.0
9573,318209,1,1.0
9578,280411,4,6.0
9579,301230,3,12.0
9585,235607,1,2.0
9588,217596,4,12.0
